"Date","icu_covid","icu_pui","icu_other","icu_available","non_icu_covid","non_icu_pui","non_icu_other","non_icu_available","vents_pts","vents_available","covid_new","covid_total","pui_total","covid_total_7davg","pui_total_7davg","covid_pct_7davg","covid_pui_pct_7davg","other_total","available_total","icu_covid_pct_7davg","icu_covid_pui_pct_7davg","non_icu_covid_pct_7davg","non_icu_covid_pui_pct_7davg","cap_pct_7davg_total","icu_cap_pct_7davg","non_icu_cap_pct_7davg","icu_covid_pct","non_icu_covid_pct","icu_cap_pct_1day","non_icu_cap_pct_1day","icu_total_patients","icu_typical_capacity","typical_icu_occupied_pct","non_icu_total_patients","non_icu_typical_capacity","typical_non_icu_occupied_pct","icu_available_under_typical","non_icu_available_under_typical"
"2020/07/05","36","4","206","100","50","23","1,083","595","148","573","7","87","27","84.85714","15","4.0%","4.0%","1,289","695","9.0%","10.0%","3.0%","3.0%","32.0%","32.0%","31.0%","0.1","0.03","0.29","0.34","246","317","0.78","1,156","1,754","0.66","71","595"
"2020/07/06","33","2","209","94","55","16","1,202","563","144","615","21","88","18","85.28571","15.85714","4.0%","5.0%","1,411","657","10.0%","10.0%","3.0%","3.0%","31.0%","31.0%","31.0%","0.1","0.03","0.28","0.31","244","317","0.77","1,273","1,754","0.73","73","481"
"2020/07/07","40","2","220","78","56","15","1,333","481","155","597","16","98","17","87.71429","17","4.0%","5.0%","1,553","559","10.0%","11.0%","3.0%","4.0%","30.0%","30.0%","30.0%","0.12","0.03","0.23","0.26","262","317","0.83","1,404","1,754","0.8","55","350"
"2020/07/08","46","3","212","93","58","11","1,367","496","150","564","25","106","14","91.28571","16.85714","4.0%","5.0%","1,579","589","11.0%","11.0%","3.0%","4.0%","29.0%","28.0%","30.0%","0.13","0.03","0.26","0.26","261","317","0.82","1,436","1,754","0.82","56","318"
"2020/07/09","45","5","215","122","67","18","1,372","471","158","551","19","116","23","94.85714","18","4.0%","5.0%","1,587","593","11.0%","12.0%","3.0%","4.0%","29.0%","28.0%","29.0%","0.12","0.03","0.32","0.24","265","317","0.84","1,457","1,754","0.83","52","297"
"2020/07/10","45","3","219","102","68","19","1,352","483","155","562","21","118","22","99.85714","19","5.0%","5.0%","1,571","585","11.0%","12.0%","3.0%","4.0%","28.0%","28.0%","28.0%","0.12","0.04","0.28","0.25","267","317","0.84","1,439","1,754","0.82","50","315"
"2020/07/11","47","5","192","101","68","20","1,369","485","150","570","15","120","25","104.71429","20.85714","5.0%","6.0%","1,561","586","12.0%","13.0%","3.0%","4.0%","27.0%","28.0%","27.0%","0.14","0.04","0.29","0.25","244","317","0.77","1,457","1,754","0.83","73","297"
"2020/07/12","50","3","211","109","75","15","1,320","445","142","580","33","129","18","110.71429","19.57143","5.0%","6.0%","1,531","554","12.0%","13.0%","3.0%","4.0%","26.0%","28.0%","26.0%","0.13","0.04","0.29","0.24","264","317","0.83","1,410","1,754","0.8","53","344"
"2020/07/13","49","4","210","108","84","20","1,250","544","162","565","21","144","24","118.71429","20.42857","5.0%","6.0%","1,460","652","13.0%","14.0%","4.0%","4.0%","26.0%","28.0%","25.0%","0.13","0.04","0.29","0.29","263","317","0.83","1,354","1,754","0.77","54","400"
"2020/07/14","53","4","228","85","84","25","1,314","499","167","545","25","140","29","124.71429","22.14286","5.0%","6.0%","1,542","584","13.0%","14.0%","4.0%","5.0%","26.0%","28.0%","26.0%","0.14","0.04","0.23","0.26","285","317","0.9","1,423","1,754","0.81","32","331"
"2020/07/15","54","9","221","80","87","28","1,234","484","169","556","23","145","37","130.28571","25.42857","6.0%","7.0%","1,455","564","13.0%","15.0%","4.0%","5.0%","26.0%","27.0%","26.0%","0.15","0.05","0.22","0.26","284","317","0.9","1,349","1,754","0.77","33","405"
"2020/07/16","49","6","201","74","94","20","1,347","457","162","543","28","146","26","134.57143","25.85714","6.0%","7.0%","1,548","531","14.0%","15.0%","4.0%","5.0%","26.0%","26.0%","26.0%","0.15","0.05","0.22","0.24","256","317","0.81","1,461","1,754","0.83","61","293"
"2020/07/17","43","5","216","71","105","26","1,316","460","166","551","33","151","31","139.28571","27.14286","6.0%","7.0%","1,532","531","14.0%","15.0%","4.0%","6.0%","25.0%","25.0%","25.0%","0.13","0.06","0.21","0.24","264","317","0.83","1,447","1,754","0.82","53","307"
"2020/07/18","42","2","210","72","107","33","1,256","517","171","519","19","151","35","143.71429","28.57143","6.0%","8.0%","1,466","589","14.0%","15.0%","5.0%","6.0%","25.0%","24.0%","26.0%","0.13","0.06","0.22","0.27","254","317","0.8","1,396","1,754","0.8","63","358"
"2020/07/19","44","2","201","82","110","33","1,222","543","163","525","30","156","35","147.57143","31","7.0%","8.0%","1,423","625","14.0%","15.0%","5.0%","6.0%","26.0%","24.0%","26.0%","0.13","0.06","0.25","0.28","247","317","0.78","1,365","1,754","0.78","70","389"
"2020/07/20","49","3","196","92","116","26","1,208","576","157","550","28","167","29","150.85714","31.71429","7.0%","8.0%","1,404","668","14.0%","15.0%","5.0%","7.0%","26.0%","23.0%","27.0%","0.14","0.06","0.27","0.3","248","317","0.78","1,350","1,754","0.77","69","404"
"2020/07/21","50","5","212","75","116","29","1,269","524","159","547","36","169","34","155","32.42857","7.0%","8.0%","1,481","599","14.0%","15.0%","6.0%","7.0%","26.0%","23.0%","27.0%","0.15","0.06","0.22","0.27","267","317","0.84","1,414","1,754","0.81","50","340"
"2020/07/22","49","2","216","98","119","21","1,323","542","163","582","32","173","23","159","30.42857","7.0%","8.0%","1,539","640","14.0%","15.0%","6.0%","7.0%","26.0%","24.0%","27.0%","0.13","0.06","0.27","0.27","267","317","0.84","1,463","1,754","0.83","50","291"
"2020/07/23","51","3","219","93","117","26","1,340","509","191","588","37","176","29","163.28571","30.85714","7.0%","8.0%","1,559","602","14.0%","15.0%","6.0%","7.0%","27.0%","24.0%","27.0%","0.14","0.06","0.25","0.26","273","317","0.86","1,483","1,754","0.85","44","271"
"2020/07/24","49","5","229","87","124","22","1,369","500","174","636","41","178","27","167.14286","30.28571","7.0%","9.0%","1,598","587","14.0%","15.0%","6.0%","7.0%","27.0%","25.0%","27.0%","0.13","0.06","0.24","0.25","283","317","0.89","1,515","1,754","0.86","34","239"
"2020/07/25","51","4","230","84","119","40","1,369","475","164","587","32","175","44","170.57143","31.57143","7.0%","9.0%","1,599","559","14.0%","15.0%","6.0%","7.0%","26.0%","25.0%","27.0%","0.14","0.06","0.23","0.24","285","317","0.9","1,528","1,754","0.87","32","226"
"2020/07/26","55","4","216","92","114","42","1,305","529","149","608","27","174","46","173.14286","33.14286","7.0%","9.0%","1,521","621","14.0%","15.0%","6.0%","7.0%","26.0%","25.0%","26.0%","0.15","0.06","0.25","0.27","275","317","0.87","1,461","1,754","0.83","42","293"
"2020/07/27","57","3","207","93","113","26","1,278","533","154","650","23","174","29","174.14286","33.14286","7.0%","9.0%","1,485","626","14.0%","15.0%","6.0%","7.0%","26.0%","24.0%","26.0%","0.16","0.06","0.26","0.27","267","317","0.84","1,417","1,754","0.81","50","337"
"2020/07/28","53","2","213","112","127","23","1,343","533","168","646","29","185","25","176.42857","31.85714","7.0%","9.0%","1,556","645","14.0%","15.0%","6.0%","7.0%","26.0%","26.0%","26.0%","0.14","0.06","0.29","0.26","268","317","0.85","1,493","1,754","0.85","49","261"
"2020/07/29","52","2","227","100","120","30","1,327","567","173","541","23","177","32","177","33.14286","7.0%","9.0%","1,554","667","14.0%","15.0%","6.0%","7.0%","26.0%","25.0%","26.0%","0.14","0.06","0.26","0.28","281","317","0.89","1,477","1,754","0.84","36","277"
"2020/07/30","45","4","229","76","124","29","1,323","595","157","558","25","178","33","177.28571","33.71429","7.0%","9.0%","1,552","671","14.0%","15.0%","6.0%","7.0%","26.0%","25.0%","26.0%","0.13","0.06","0.21","0.29","278","317","0.88","1,476","1,754","0.84","39","278"
"2020/07/31","51","2","215","81","122","18","1,328","559","175","550","27","182","20","177.85714","32.71429","7.0%","9.0%","1,543","640","14.0%","15.0%","6.0%","7.0%","27.0%","25.0%","27.0%","0.15","0.06","0.23","0.28","268","317","0.85","1,468","1,754","0.84","49","286"
"2020/08/01","51","2","215","95","123","29","1,340","584","172","556","18","183","31","179","30.85714","7.0%","9.0%","1,555","679","14.0%","15.0%","6.0%","7.0%","27.0%","25.0%","27.0%","0.14","0.06","0.26","0.28","268","317","0.85","1,492","1,754","0.85","49","262"
"2020/08/02","51","2","218","80","122","21","1,297","610","156","553","21","181","23","180","27.57143","8.0%","9.0%","1,515","690","14.0%","15.0%","6.0%","7.0%","28.0%","25.0%","28.0%","0.15","0.06","0.23","0.3","271","317","0.85","1,440","1,754","0.82","46","314"
"2020/08/03","49","4","213","91","114","20","1,270","632","170","534","10","169","24","179.28571","26.85714","7.0%","9.0%","1,483","723","14.0%","15.0%","6.0%","7.0%","28.0%","25.0%","28.0%","0.14","0.06","0.25","0.31","266","317","0.84","1,404","1,754","0.8","51","350"
"2020/08/04","50","1","228","81","116","24","1,367","562","191","509","16","172","25","177.42857","26.85714","7.0%","8.0%","1,595","643","14.0%","15.0%","6.0%","7.0%","28.0%","24.0%","29.0%","0.14","0.06","0.23","0.27","279","317","0.88","1,507","1,754","0.86","38","247"
"2020/08/05","48","0","231","108","113","28","1,366","545","179","535","29","169","28","176.28571","26.28571","7.0%","8.0%","1,597","653","14.0%","14.0%","6.0%","7.0%","28.0%","24.0%","28.0%","0.12","0.06","0.28","0.27","279","317","0.88","1,507","1,754","0.86","38","247"
"2020/08/06","50","2","230","104","110","9","1,342","587","169","555","23","169","11","175","23.14286","7.0%","8.0%","1,572","691","14.0%","14.0%","6.0%","7.0%","28.0%","25.0%","28.0%","0.13","0.05","0.27","0.29","282","317","0.89","1,461","1,754","0.83","35","293"
"2020/08/07","52","1","233","96","109","12","1,344","649","172","542","25","170","13","173.28571","22.14286","7.0%","8.0%","1,577","745","14.0%","14.0%","6.0%","7.0%","28.0%","25.0%","29.0%","0.14","0.05","0.25","0.31","286","317","0.9","1,465","1,754","0.84","31","289"
"2020/08/08","53","5","196","128","109","18","1,397","611","173","541","20","172","23","171.71429","21","7.0%","8.0%","1,593","739","14.0%","14.0%","5.0%","6.0%","29.0%","26.0%","29.0%","0.14","0.05","0.34","0.29","254","317","0.8","1,524","1,754","0.87","63","230"
"2020/08/09","53","2","206","116","114","13","1,339","748","158","556","25","177","15","171.14286","19.85714","7.0%","8.0%","1,545","864","13.0%","14.0%","5.0%","6.0%","29.0%","28.0%","30.0%","0.14","0.05","0.31","0.34","261","317","0.82","1,466","1,754","0.84","56","288"
"2020/08/10","51","1","210","116","119","14","1,193","774","168","546","21","180","15","172.71429","18.57143","7.0%","8.0%","1,403","890","13.0%","14.0%","5.0%","6.0%","30.0%","28.0%","30.0%","0.13","0.06","0.31","0.37","262","317","0.83","1,326","1,754","0.76","55","428"
"2020/08/11","45","7","217","113","113","20","1,297","693","179","542","23","166","27","171.85714","18.85714","7.0%","8.0%","1,514","806","13.0%","14.0%","5.0%","6.0%","31.0%","29.0%","31.0%","0.12","0.05","0.3","0.33","269","317","0.85","1,430","1,754","0.82","48","324"
"2020/08/12","48","1","212","111","113","16","1,323","652","165","556","24","169","17","171.85714","17.28571","7.0%","8.0%","1,535","763","13.0%","14.0%","5.0%","6.0%","31.0%","29.0%","32.0%","0.13","0.05","0.3","0.31","261","317","0.82","1,452","1,754","0.83","56","302"
"2020/08/13","52","0","196","94","118","10","1,414","603","162","559","31","176","10","172.85714","17.14286","7.0%","8.0%","1,610","697","14.0%","14.0%","5.0%","6.0%","31.0%","30.0%","32.0%","0.15","0.06","0.27","0.28","248","317","0.78","1,542","1,754","0.88","69","212"
"2020/08/14","53","2","206","120","108","13","1,430","586","154","556","32","167","15","172.42857","17.42857","7.0%","8.0%","1,636","706","14.0%","14.0%","5.0%","6.0%","31.0%","31.0%","31.0%","0.14","0.05","0.31","0.27","261","317","0.82","1,551","1,754","0.88","56","203"
"2020/08/15","54","1","202","106","112","9","1,411","589","163","566","20","173","10","172.57143","15.57143","7.0%","8.0%","1,613","695","14.0%","14.0%","5.0%","6.0%","31.0%","30.0%","31.0%","0.15","0.05","0.29","0.28","257","317","0.81","1,532","1,754","0.87","60","222"
"2020/08/16","50","1","199","110","113","8","1,346","626","164","564","28","172","9","171.85714","14.71429","7.0%","8.0%","1,545","736","14.0%","14.0%","5.0%","6.0%","30.0%","30.0%","31.0%","0.14","0.05","0.31","0.3","250","317","0.79","1,467","1,754","0.84","67","287"
"2020/08/17","50","0","182","126","112","11","1,369","593","170","557","21","171","11","170.57143","14.14286","7.0%","7.0%","1,551","719","14.0%","14.0%","5.0%","6.0%","29.0%","30.0%","29.0%","0.14","0.05","0.35","0.28","232","317","0.73","1,492","1,754","0.85","85","262"
"2020/08/18","54","0","194","114","103","7","1,460","536","170","557","18","166","7","170.57143","11.28571","7.0%","7.0%","1,654","650","14.0%","14.0%","5.0%","6.0%","29.0%","31.0%","28.0%","0.15","0.05","0.31","0.25","248","317","0.78","1,570","1,754","0.9","69","184"
"2020/08/19","45","3","201","130","111","13","1,404","582","177","544","23","162","16","169.57143","11.14286","7.0%","7.0%","1,605","712","14.0%","14.0%","5.0%","6.0%","28.0%","31.0%","28.0%","0.12","0.05","0.34","0.28","249","317","0.79","1,528","1,754","0.87","68","226"
"2020/08/20","45","5","213","126","102","15","1,436","570","171","568","16","153","20","166.28571","12.57143","7.0%","7.0%","1,649","696","14.0%","14.0%","5.0%","6.0%","28.0%","32.0%","28.0%","0.12","0.05","0.32","0.27","263","317","0.83","1,553","1,754","0.89","54","201"
"2020/08/21","43","2","221","89","107","9","1,423","457","171","549","20","155","11","164.57143","12","7.0%","7.0%","1,644","546","13.0%","14.0%","5.0%","6.0%","28.0%","31.0%","27.0%","0.12","0.05","0.25","0.23","266","317","0.84","1,539","1,754","0.88","51","215"
"2020/08/22","40","0","218","96","112","12","1,437","447","168","552","17","158","12","162.42857","12.28571","7.0%","7.0%","1,655","543","13.0%","13.0%","5.0%","6.0%","27.0%","31.0%","26.0%","0.11","0.06","0.27","0.22","258","317","0.81","1,561","1,754","0.89","59","193"
"2020/08/23","40","1","222","92","110","8","1,378","518","183","537","24","157","9","160.28571","12.28571","7.0%","7.0%","1,600","610","12.0%","13.0%","5.0%","6.0%","26.0%","30.0%","26.0%","0.11","0.05","0.26","0.26","263","317","0.83","1,496","1,754","0.85","54","258"
"2020/08/24","38","2","198","93","109","13","1,349","532","187","530","16","153","15","157.71429","12.85714","7.0%","7.0%","1,547","625","12.0%","13.0%","5.0%","6.0%","26.0%","29.0%","25.0%","0.11","0.05","0.28","0.27","238","317","0.75","1,471","1,754","0.84","79","283"
"2020/08/25","39","0","206","110","101","7","1,420","488","183","537","15","142","7","154.28571","12.85714","6.0%","7.0%","1,626","598","12.0%","12.0%","5.0%","6.0%","26.0%","29.0%","25.0%","0.11","0.05","0.31","0.24","245","317","0.77","1,528","1,754","0.87","72","226"
"2020/08/26","43","3","203","95","93","6","1,507","474","186","534","17","138","9","150.85714","11.85714","6.0%","7.0%","1,710","569","12.0%","12.0%","5.0%","6.0%","25.0%","28.0%","24.0%","0.13","0.04","0.28","0.23","249","317","0.79","1,606","1,754","0.92","68","148"
"2020/08/27","42","2","214","68","93","11","1,461","435","175","545","17","138","13","148.71429","10.85714","6.0%","7.0%","1,675","503","12.0%","12.0%","5.0%","6.0%","24.0%","27.0%","24.0%","0.13","0.05","0.21","0.22","258","317","0.81","1,565","1,754","0.89","59","189"
"2020/08/28","49","1","210","74","88","4","1,471","424","176","547","21","139","5","146.42857","10","6.0%","7.0%","1,681","498","12.0%","13.0%","5.0%","5.0%","24.0%","26.0%","24.0%","0.15","0.04","0.22","0.21","260","317","0.82","1,563","1,754","0.89","57","191"
"2020/08/29","48","1","210","75","97","10","1,442","448","171","550","15","147","11","144.85714","9.85714","6.0%","7.0%","1,652","523","13.0%","13.0%","5.0%","5.0%","24.0%","26.0%","24.0%","0.14","0.05","0.22","0.22","259","317","0.82","1,549","1,754","0.88","58","205"
"2020/08/30","45","1","209","76","91","12","1,347","534","180","542","17","138","13","142.14286","10.42857","6.0%","7.0%","1,556","610","13.0%","13.0%","5.0%","5.0%","24.0%","25.0%","24.0%","0.14","0.05","0.23","0.27","255","317","0.8","1,450","1,754","0.83","62","304"
"2020/08/31","43","2","188","88","86","9","1,379","522","169","551","9","131","11","139","9.85714","6.0%","6.0%","1,567","610","13.0%","14.0%","5.0%","5.0%","24.0%","25.0%","24.0%","0.13","0.04","0.27","0.26","233","317","0.74","1,474","1,754","0.84","84","280"
"2020/09/01","46","2","195","83","80","12","1,446","458","175","545","15","128","14","137","10.85714","6.0%","6.0%","1,641","541","14.0%","14.0%","4.0%","5.0%","24.0%","24.0%","23.0%","0.14","0.04","0.25","0.23","243","317","0.77","1,538","1,754","0.88","74","216"
"2020/09/02","47","3","209","91","78","13","1,446","469","178","542","15","128","16","135.57143","11.85714","6.0%","6.0%","1,655","560","14.0%","14.0%","4.0%","5.0%","24.0%","24.0%","24.0%","0.13","0.04","0.26","0.23","259","317","0.82","1,537","1,754","0.88","58","217"
"2020/09/03","45","2","224","80","73","20","1,465","441","184","536","10","122","22","133.28571","13.14286","6.0%","6.0%","1,689","521","14.0%","14.0%","4.0%","5.0%","24.0%","24.0%","24.0%","0.13","0.04","0.23","0.22","271","317","0.85","1,558","1,754","0.89","46","196"
"2020/09/04","41","1","225","87","75","11","1,499","440","175","545","22","120","12","130.57143","14.14286","6.0%","6.0%","1,724","527","13.0%","14.0%","4.0%","5.0%","24.0%","25.0%","24.0%","0.12","0.04","0.25","0.22","267","317","0.84","1,585","1,754","0.9","50","169"
"2020/09/05","41","1","226","84","80","15","1,416","489","178","542","12","122","16","127","14.85714","5.0%","6.0%","1,642","573","13.0%","13.0%","4.0%","5.0%","24.0%","25.0%","24.0%","0.12","0.04","0.24","0.24","268","317","0.85","1,511","1,754","0.86","49","243"
"2020/09/06","40","2","225","94","75","10","1,371","553","176","544","21","116","12","123.85714","14.71429","5.0%","6.0%","1,596","647","13.0%","13.0%","4.0%","5.0%","24.0%","25.0%","24.0%","0.11","0.04","0.26","0.28","267","317","0.84","1,456","1,754","0.83","50","298"
"2020/09/07","40","0","215","97","78","6","1,373","575","188","532","10","120","6","122.28571","14","5.0%","6.0%","1,588","672","12.0%","13.0%","4.0%","4.0%","24.0%","25.0%","24.0%","0.11","0.04","0.28","0.28","255","317","0.8","1,457","1,754","0.83","62","297"
"2020/09/08","41","1","209","86","70","4","1,347","592","185","535","21","113","5","120.14286","12.71429","5.0%","6.0%","1,556","678","12.0%","12.0%","4.0%","4.0%","25.0%","25.0%","25.0%","0.12","0.03","0.26","0.29","251","317","0.79","1,421","1,754","0.81","66","333"
"2020/09/09","38","1","223","89","81","10","1,430","498","180","532","15","120","11","119","12","5.0%","6.0%","1,653","587","12.0%","12.0%","4.0%","4.0%","25.0%","25.0%","25.0%","0.11","0.04","0.25","0.25","262","317","0.83","1,521","1,754","0.87","55","233"
"2020/09/10","38","1","244","83","72","10","1,481","462","192","520","14","110","11","117.28571","10.42857","5.0%","5.0%","1,725","545","11.0%","12.0%","4.0%","4.0%","25.0%","25.0%","26.0%","0.1","0.04","0.23","0.23","283","317","0.89","1,563","1,754","0.89","34","191"
"2020/09/11","39","1","238","79","66","14","1,466","466","196","516","7","105","15","115.14286","10.85714","5.0%","5.0%","1,704","545","11.0%","11.0%","4.0%","4.0%","26.0%","25.0%","26.0%","0.11","0.03","0.22","0.23","278","317","0.88","1,546","1,754","0.88","39","208"
"2020/09/12","39","2","230","86","68","11","1,486","454","180","526","18","107","13","113","10.42857","5.0%","5.0%","1,716","540","11.0%","11.0%","4.0%","4.0%","25.0%","25.0%","25.0%","0.11","0.03","0.24","0.22","271","317","0.85","1,565","1,754","0.89","46","189"
"2020/09/13","40","3","222","92","66","11","1,396","543","175","531","12","107","14","111.71429","10.71429","5.0%","5.0%","1,618","635","11.0%","11.0%","4.0%","4.0%","25.0%","25.0%","25.0%","0.11","0.03","0.26","0.27","265","317","0.84","1,473","1,754","0.84","52","281"
"2020/09/14","36","2","200","95","65","9","1,403","544","175","549","9","101","11","109","11.42857","5.0%","5.0%","1,603","639","11.0%","11.0%","3.0%","4.0%","25.0%","25.0%","25.0%","0.11","0.03","0.29","0.27","238","317","0.75","1,477","1,754","0.84","79","277"
"2020/09/15","39","2","222","75","63","11","1,523","476","176","544","13","102","13","107.42857","12.57143","5.0%","5.0%","1,745","551","11.0%","11.0%","3.0%","4.0%","24.0%","24.0%","24.0%","0.12","0.03","0.22","0.23","263","317","0.83","1,597","1,754","0.91","54","157"
"2020/09/16","39","1","236","81","61","12","1,486","460","181","530","14","100","13","104.57143","12.85714","4.0%","5.0%","1,722","541","11.0%","11.0%","3.0%","4.0%","24.0%","24.0%","24.0%","0.11","0.03","0.23","0.23","276","317","0.87","1,559","1,754","0.89","41","195"
"2020/09/17","36","2","234","81","72","14","1,487","471","177","535","14","109","16","104.42857","13.57143","4.0%","5.0%","1,721","552","11.0%","11.0%","3.0%","4.0%","24.0%","24.0%","24.0%","0.1","0.04","0.23","0.23","272","317","0.86","1,573","1,754","0.9","45","181"
"2020/09/18","37","2","228","86","76","15","1,279","486","171","541","23","114","17","105.71429","13.85714","4.0%","5.0%","1,507","572","11.0%","11.0%","3.0%","4.0%","24.0%","24.0%","24.0%","0.1","0.04","0.24","0.26","267","317","0.84","1,370","1,754","0.78","50","384"
"2020/09/19","36","0","220","95","72","14","1,437","502","175","537","17","108","14","105.85714","14","4.0%","5.0%","1,657","597","11.0%","11.0%","3.0%","4.0%","25.0%","25.0%","25.0%","0.1","0.04","0.27","0.25","256","317","0.81","1,523","1,754","0.87","61","231"
"2020/09/20","34","4","209","105","75","12","1,370","544","178","534","11","109","16","106.14286","14.28571","5.0%","5.0%","1,579","649","11.0%","11.0%","3.0%","4.0%","25.0%","25.0%","25.0%","0.1","0.04","0.3","0.27","247","317","0.78","1,457","1,754","0.83","70","297"
"2020/09/21","34","0","217","98","65","10","1,363","555","176","536","11","99","10","105.85714","14.14286","5.0%","5.0%","1,580","653","10.0%","11.0%","3.0%","4.0%","25.0%","25.0%","25.0%","0.1","0.03","0.28","0.28","251","317","0.79","1,438","1,754","0.82","66","316"
"2020/09/22","36","0","231","86","66","9","1,447","500","173","539","21","103","9","106","13.57143","5.0%","5.0%","1,678","586","10.0%","11.0%","3.0%","4.0%","25.0%","26.0%","25.0%","0.1","0.03","0.24","0.25","267","317","0.84","1,522","1,754","0.87","50","232"
"2020/09/23","39","0","222","93","61","7","1,466","489","178","534","13","101","7","106.14286","12.71429","5.0%","5.0%","1,688","582","10.0%","11.0%","3.0%","4.0%","26.0%","26.0%","25.0%","0.11","0.03","0.26","0.24","261","317","0.82","1,534","1,754","0.87","56","220"
"2020/09/24","33","0","225","94","68","6","1,474","525","178","534","17","104","6","105.42857","11.28571","4.0%","5.0%","1,699","619","10.0%","10.0%","3.0%","4.0%","26.0%","27.0%","26.0%","0.09","0.03","0.27","0.25","258","317","0.81","1,548","1,754","0.88","59","206"
"2020/09/25","37","0","215","99","62","10","1,423","512","176","537","17","101","10","103.57143","10.28571","4.0%","5.0%","1,638","611","10.0%","10.0%","3.0%","4.0%","26.0%","27.0%","26.0%","0.11","0.03","0.28","0.26","252","317","0.79","1,495","1,754","0.85","65","259"
"2020/09/26","34","5","208","106","50","5","1,444","514","170","543","10","86","10","100.42857","9.71429","4.0%","5.0%","1,652","620","10.0%","10.0%","3.0%","4.0%","26.0%","28.0%","26.0%","0.1","0.02","0.3","0.26","247","317","0.78","1,499","1,754","0.85","70","255"
"2020/09/27","32","3","217","100","56","3","1,374","620","176","538","13","89","6","97.57143","8.28571","4.0%","4.0%","1,591","720","10.0%","10.0%","3.0%","3.0%","26.0%","27.0%","26.0%","0.09","0.03","0.28","0.3","252","317","0.79","1,433","1,754","0.82","65","321"
"2020/09/28","30","1","211","104","58","9","1,368","555","175","539","12","89","10","96.14286","8.28571","4.0%","4.0%","1,579","659","10.0%","10.0%","3.0%","3.0%","26.0%","28.0%","26.0%","0.09","0.03","0.3","0.28","242","317","0.76","1,435","1,754","0.82","75","319"
"2020/09/29","30","2","226","94","56","8","1,419","518","174","539","13","87","10","93.85714","8.42857","4.0%","4.0%","1,645","612","10.0%","10.0%","3.0%","3.0%","27.0%","28.0%","26.0%","0.09","0.03","0.27","0.26","258","317","0.81","1,483","1,754","0.85","59","271"
"2020/09/30","33","2","226","87","51","10","1,428","512","179","533","13","87","12","91.85714","9.14286","4.0%","4.0%","1,654","599","9.0%","10.0%","3.0%","3.0%","27.0%","28.0%","27.0%","0.09","0.03","0.25","0.26","261","317","0.82","1,489","1,754","0.85","56","265"
"2020/10/01","35","2","225","88","43","13","1,444","509","191","521","11","82","15","88.71429","10.42857","4.0%","4.0%","1,669","597","9.0%","10.0%","3.0%","3.0%","27.0%","28.0%","27.0%","0.1","0.02","0.25","0.25","262","317","0.83","1,500","1,754","0.86","55","254"
"2020/10/02","28","0","224","99","45","8","1,429","509","155","548","10","78","8","85.42857","10.14286","4.0%","4.0%","1,653","608","9.0%","10.0%","3.0%","3.0%","27.0%","28.0%","27.0%","0.08","0.02","0.28","0.26","252","317","0.79","1,482","1,754","0.84","65","272"
"2020/10/03","27","1","228","99","44","11","1,433","494","162","550","17","76","12","84","10.42857","4.0%","4.0%","1,661","593","9.0%","9.0%","3.0%","3.0%","27.0%","27.0%","26.0%","0.08","0.02","0.28","0.25","256","317","0.81","1,488","1,754","0.85","61","266"
"2020/10/04","28","3","222","99","55","12","1,433","514","167","545","14","88","15","83.85714","11.71429","4.0%","4.0%","1,655","613","9.0%","9.0%","3.0%","3.0%","26.0%","27.0%","26.0%","0.08","0.03","0.28","0.26","253","317","0.8","1,500","1,754","0.86","64","254"
"2020/10/05","27","3","204","117","55","13","1,431","513","162","550","17","84","16","83.14286","12.57143","4.0%","4.0%","1,635","630","8.0%","9.0%","2.0%","3.0%","26.0%","28.0%","25.0%","0.08","0.03","0.33","0.25","234","317","0.74","1,499","1,754","0.85","83","255"
"2020/10/06","28","4","214","105","46","14","1,491","460","172","540","11","76","18","81.57143","13.71429","3.0%","4.0%","1,705","565","8.0%","9.0%","2.0%","3.0%","26.0%","28.0%","25.0%","0.08","0.02","0.3","0.23","246","317","0.78","1,551","1,754","0.88","71","203"
"2020/10/07","22","0","231","101","49","17","1,516","434","162","550","9","74","17","79.71429","14.42857","3.0%","4.0%","1,747","535","8.0%","8.0%","2.0%","3.0%","25.0%","29.0%","24.0%","0.06","0.02","0.29","0.22","253","317","0.8","1,582","1,754","0.9","64","172"
"2020/10/08","21","1","237","86","50","13","1,517","445","172","535","9","75","14","78.71429","14.28571","3.0%","4.0%","1,754","531","7.0%","8.0%","2.0%","3.0%","25.0%","29.0%","24.0%","0.06","0.02","0.25","0.22","259","317","0.82","1,580","1,754","0.9","58","174"
"2020/10/09","18","2","228","96","45","18","1,453","491","160","547","10","67","20","77.14286","16","3.0%","4.0%","1,681","587","7.0%","8.0%","2.0%","3.0%","25.0%","29.0%","24.0%","0.05","0.02","0.28","0.24","248","317","0.78","1,516","1,754","0.86","69","238"
"2020/10/10","18","2","240","82","50","11","1,398","550","161","547","7","72","13","76.57143","16.14286","3.0%","4.0%","1,638","632","7.0%","7.0%","2.0%","3.0%","25.0%","28.0%","24.0%","0.05","0.02","0.24","0.27","260","317","0.82","1,459","1,754","0.83","57","295"
"2020/10/11","20","4","229","89","54","13","1,347","581","151","553","18","78","17","75.14286","16.42857","3.0%","4.0%","1,576","670","6.0%","7.0%","2.0%","3.0%","25.0%","28.0%","25.0%","0.06","0.03","0.26","0.29","253","317","0.8","1,414","1,754","0.81","64","340"
